Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
March 15 2023 - 12:00 AM,NA,USA hyper equipped,2,NA,2,2,NA,NA,Yes,NA,"64 kWh/m²
kilowatt hour per square meters",B,650591-N-9-15-4-3,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,170
1170 €","€ 230
230€",No,"€1,170 (+ €230)
1170€ + 230€ per month","2 bedrooms | 97 m²
square meters",1030 — Schaerbeek,Ground floor for rent,3,4,NA,"97 m²
square meters",NA,NA,NA,No,"13 m²
square meters",NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23014,Dewaele Brussels South,2019,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Urban
January 15 2023 - 12:00 AM,2,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,"48 kWh/m²
kilowatt hour per square meters",B,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 925
925 €","€ 150
150€",No,"€925 (+ €150)
925€ + 150€ per month","1 bedroom | 87 m²
square meters",1030 — Schaerbeek,Apartment for rent,4,2,NA,"87 m²
square meters",NA,NA,NA,No,"8 m²
square meters",NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-22304,Dewaele Brussels South,2022,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urban
April 1 2023 - 12:00 AM,5,Installed,3,NA,1,2,NA,NA,NA,NA,"176 kWh/m²
kilowatt hour per square meters",D,Not specified,33 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,700
1700 €","€ 200
200€",No,"€1,700 (+ €200)
1700€ + 200€ per month","3 bedrooms | 160 m²
square meters",1040 — Etterbeek,Apartment for rent,8,3,NA,"160 m²
square meters","24 m²
square meters","21 m²
square meters","16 m²
square meters",No,"5 m²
square meters",Yes,NA,"Avenue Louise 231
1050 - Ixelles",http://www.fierceimmo.com,5224883,FIERCE IMMO,1950,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,To be defined,15 m,NA,NA,Urban
April 1 2023 - 12:00 AM,1,Installed,1,NA,1,NA,NA,NA,NA,NA,"295 kWh/m²
kilowatt hour per square meters",F,20221221-0000629195-01-0,56 kg CO₂/m²,Gas,No,No,No,NA,Yes,NA,"€ 680
680 €","€ 55
55€",No,"€680 (+ €55)
680€ + 55€ per month","1 bedroom | 40 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"40 m²
square meters","18 m²
square meters",NA,NA,No,NA,Yes,NA,"Av. Louise 195
1050 - Bruxelles",NA,7911,Immo Clairière Bruxelles,1910,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,Depending on the tenant,NA,NA,NA,NA
NA,8,Semi equipped,2,NA,NA,1,NA,NA,NA,Yes,"166 kWh/m²
kilowatt hour per square meters",D,Not specified,35 kg CO₂/m²,Gas,No,No,No,NA,Yes,NA,"€ 980
980 €","€ 120
120€",No,"€980 (+ €120)
980€ + 120€ per month","2 bedrooms | 75 m²
square meters",Ask for the exact address,Apartment for rent,16,4,NA,"75 m²
square meters",NA,NA,NA,No,"8 m²
square meters",Yes,Yes,"Rue Pierre Timmermans, 23
1090 - Jette",http://www.century21.be/miroir-jette,9616,CENTURY 21 Miroir,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
March 1 2023 - 12:00 AM,2,Installed,1,NA,1,NA,Yes,NA,NA,NA,"237 kWh/m²
kilowatt hour per square meters",E,20170613-0000506340-01-9,47 kg CO₂/m²,Gas,No,No,No,NA,No,NA,"€ 750
750 €","€ 75
75€",No,"€750 (+ €75)
750€ + 75€ per month","1 bedroom | 70 m²
square meters",1000 — Bruxelles 1,Apartment for rent,3,2,NA,"70 m²
square meters","20 m²
square meters","20 m²
square meters",NA,No,NA,NA,NA,"Rue Fransman 15
1020 - Laeken",NA,1060,CENTURY 21 Home Consult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
February 1 2022 - 12:00 AM,5,Hyper equipped,2,NA,1,2,NA,NA,NA,NA,"75 kWh/m²
kilowatt hour per square meters",B,B 594898-N-2-28-1-2,15 kg CO₂/m²,Gas,No,No,No,NA,No,NA,"€ 1,350
1350 €","€ 120
120€",No,"€1,350 (+ €120)
1350€ + 120€ per month","2 bedrooms | 103 m²
square meters",Ask for the exact address,Apartment for rent,8,2,1,"103 m²
square meters",NA,NA,NA,No,"15 m²
square meters",NA,NA,"Chausse de St. Job, 546
1180 - Bruxelles",http://www.go-investuccle.be,1020480RK-05,GO INVEST Uccle,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
August 15 2022 - 12:00 AM,1,Hyper equipped,3,NA,2,2,NA,NA,NA,NA,"294 kWh/m²
kilowatt hour per square meters",F,20190807-0000554493-01-1,58 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,250
2250 €","€ 130
130€",No,"€2,250 (+ €130)
2250€ + 130€ per month","3 bedrooms | 175 m²
square meters",1060 — Saint-Gilles,Apartment for rent,5,3,NA,"175 m²
square meters","52 m²
square meters","18 m²
square meters","16 m²
square meters",No,NA,Yes,NA,"Square Joseph Hanse 2 B19
1200 - Woluwe-Saint-Lambert",http://www.meert-realty.com,5225548,Bureau Immobilier Meert,NA,As new,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Urban
March 1 2023 - 12:00 AM,4,NA,3,NA,1,2,Yes,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 3,500
3500 €","€ 120
120€",No,"€3,500 (+ €120)
3500€ + 120€ per month","3 bedrooms | 197 m²
square meters",Ask for the exact address,Apartment for rent,6,2,1,"197 m²
square meters","70 m²
square meters",NA,NA,Yes,"15 m²
square meters",Yes,NA,"Chée de Vleurgat, 177
1050 - Ixelles",http://www.eurorent.com,65984,Eurorent,NA,Just renovated,West,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
March 1 2023 - 12:00 AM,2,Hyper equipped,1,No,1,1,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,Yes,All kind,"€ 800
800 €","€ 100
100€",No,"€800 (+ €100)
800€ + 100€ per month","1 bedroom | 80 m²
square meters",1020 — Bruxelles,Apartment for rent,NA,2,NA,"80 m²
square meters",NA,NA,NA,NA,"10 m²
square meters",Yes,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,NA,NA
March 1 2023 - 12:00 AM,NA,Installed,1,NA,1,1,NA,NA,NA,NA,"310 kWh/m²
kilowatt hour per square meters",F,Not specified,64 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 760
760 €","€ 140
140€",No,"€760 (+ €140)
760€ + 140€ per month","1 bedroom | 65 m²
square meters",1030 — Schaerbeek,Ground floor for rent,4,2,NA,"65 m²
square meters","30 m²
square meters","10 m²
square meters",NA,No,"8 m²
square meters",Yes,NA,"Avenue des Cerisiers, 95
1200 - Woluwe-St-Lambert",http://www.immoabita.be,5225497,ABITA IMMO,1960,Good,NA,NA,No,Yes,NA,NA,Yes,No,NA,To be defined,15 m,NA,1,Urban
January 20 2023 - 12:00 AM,1,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"278 kWh/m²
kilowatt hour per square meters",F,Not specified,55 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,275
1275 €","€ 50
50€",No,"€1,275 (+ €50)
1275€ + 50€ per month","2 bedrooms | 75 m²
square meters",1180 — Uccle,Apartment for rent,3,2,NA,"75 m²
square meters","25 m²
square meters","15 m²
square meters","9 m²
square meters",No,NA,Yes,NA,"1 Avenue Henri Bourgys
1410 - Waterloo",http://www.newdeal.immo,5225446,New Deal Properties,1964,Good,NA,NA,No,No,NA,NA,NA,No,NA,Immediately,NA,NA,1,Countryside
February 1 2023 - 12:00 AM,3,Installed,2,NA,NA,1,NA,NA,NA,NA,"146 kWh/m²
kilowatt hour per square meters",C,Not specified,29 kg CO₂/m²,Gas,No,No,No,NA,Yes,NA,"€ 1,150
1150 €","€ 60
60€",No,"€1,150 (+ €60)
1150€ + 60€ per month","2 bedrooms | 72 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"72 m²
square meters","22 m²
square meters",NA,NA,No,"6 m²
square meters",Yes,NA,"Square de Meeûs 22B boîte 5
1050 - Bruxelles",http://www.atlasrealestate.be,A21123,ATLAS real estate agency,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
April 25 2022 - 12:00 AM,1,USA hyper equipped,3,NA,1,NA,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,Yes,NA,"€ 1,900
1900 €","€ 350
350€",No,"€1,900 (+ €350)
1900€ + 350€ per month","3 bedrooms | 160 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"160 m²
square meters","50 m²
square meters",NA,NA,Yes,NA,Yes,Yes,"Square de Meeûs 22B boîte 5
1050 - Bruxelles",http://www.atlasrealestate.be,AM30146,ATLAS real estate agency,1920,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,2,Hyper equipped,NA,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,Yes,NA,NA,"€ 900
900 €","€ 150
150€",No,"€900 (+ €150)
900€ + 150€ per month",,1000 — Bruxelles ville,Studio for rent,NA,2,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,"Rue de Hennin 9
1050 - Ixelles",NA,NA,MADEinBXL.be,NA,Good,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Immediately,NA,NA,NA,Urban
NA,4,Installed,3,NA,2,2,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 1,250
1250 €","€ 285
285€",No,"€1,250 (+ €285)
1250€ + 285€ per month","3 bedrooms | 81 m²
square meters",Ask for the exact address,Penthouse for rent,4,2,NA,"81 m²
square meters",NA,NA,NA,No,"10 m²
square meters",NA,NA,"Square Eugène Plasky 97
1030 - Schaerbeek",http://www.century21.be/diamant,8518,Century 21 Diamant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
April 1 2023 - 12:00 AM,3,NA,1,NA,1,NA,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 750
750 €",NA,No,"€750/month
750€ per month","1 bedroom | 50 m²
square meters",1030 — Schaerbeek,Apartment for rent,5,NA,NA,"50 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Next Homes
1050 - Ixelles",http://www.nexthomes.be,5224750,Next Homes,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
March 31 2023 - 12:00 AM,4,USA hyper equipped,3,NA,2,3,NA,NA,NA,Yes,"176 kWh/m²
kilowatt hour per square meters",D,20131201-000020218-01-3,28 kg CO₂/m²,Electric,NA,NA,NA,NA,Yes,NA,"€ 1,650
1650 €","€ 175
175€",No,"€1,650 (+ €175)
1650€ + 175€ per month","3 bedrooms | 110 m²
square meters",Ask for the exact address,Apartment for rent,7,2,2,"110 m²
square meters","33 m²
square meters","15 m²
square meters","12 m²
square meters",No,"8 m²
square meters",NA,Yes,"Boulevard du Souverain, 254
1160 - Auderghem",http://www.eurohouse.be,5219514,EuroHouse sa,2005,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
March 1 2023 - 12:00 AM,3,USA hyper equipped,3,NA,2,2,NA,NA,NA,NA,"342 kWh/m²
kilowatt hour per square meters",F,0000000000000000,68 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 2,000
2000 €","€ 150
150€",No,"€2,000 (+ €150)
2000€ + 150€ per month","3 bedrooms | 120 m²
square meters",Ask for the exact address,Apartment for rent,5,NA,NA,"120 m²
square meters","45 m²
square meters","16 m²
square meters","14 m²
square meters",Yes,NA,Yes,Yes,"77 , rue Dodonée
1180 - Uccle",http://www.metrop.be,5193763,Metropole Properties,NA,As new,NA,NA,Yes,No,NA,NA,Yes,NA,NA,NA,NA,Yes,1,NA
NA,8,NA,NA,Yes,1,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,Yes,Yes,All kind,"€ 975
975 €",NA,No,"€975/month
975€ per month","40 m²
square meters",1000 — Bruxelles,Studio for rent,8,NA,NA,"40 m²
square meters",NA,NA,NA,Yes,"8 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,NA,Yes,Yes,No,Yes,No,Yes,No,Yes,Immediately,NA,NA,NA,NA
NA,2,NA,1,No,1,1,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 975
975 €","€ 85
85€",No,"€975 (+ €85)
975€ + 85€ per month","1 bedroom | 85 m²
square meters",1050 — Ixelles,Apartment for rent,NA,NA,NA,"85 m²
square meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,NA,NA
NA,2,Hyper equipped,2,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,500
1500 €","€ 100
100€",No,"€1,500 (+ €100)
1500€ + 100€ per month",2 bedrooms,1060 — Saint-Gilles,Apartment for rent,3,2,NA,NA,NA,"15 m²
square meters","12 m²
square meters",NA,NA,No,Yes,NA,NA,NA,NA,1975,As new,NA,No,No,No,No,No,No,No,No,Immediately,10 m,NA,1,NA
January 20 2023 - 12:00 AM,1,USA hyper equipped,1,NA,1,12,NA,NA,NA,Yes,Not specified,Not specified,Not specified,9 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 900
900 €","€ 175
175€",No,"€900 (+ €175)
900€ + 175€ per month","1 bedroom | 70 m²
square meters",1140 — Evere,Apartment for rent,3,2,1,"70 m²
square meters",NA,"16 m²
square meters",NA,No,"6 m²
square meters",NA,Yes,"Rue Abbé Cuypers (étage 1), 3
1040 - Bruxelles",http://www.colorproperties.be,5225074,Color Properties,2021,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,1,Living area (residential, urban or rural)
NA,NA,Hyper equipped,7,NA,NA,9,NA,NA,NA,NA,"184 kWh/m²
kilowatt hour per square meters",D,Not specified,36 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 6,000
6000 €",NA,No,"€6,000/month
6000€ per month","7 bedrooms | 390 m²
square meters",1050 — Ixelles,Mansion for rent,NA,2,NA,"390 m²
square meters",NA,"48 m²
square meters","33 m²
square meters",No,"17 m²
square meters",Yes,NA,"Avenue Ernestine, 1 bte 15
1050 - Bruxelles",http://www.cogestion.be,NA,SPRL COGESTION,NA,Just renovated,South West,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,6 m,NA,7,Living area (residential, urban or rural)
March 1 2023 - 12:00 AM,4,Installed,2,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Fuel oil,No,No,No,NA,No,NA,"€ 1,450
1450 €","€ 250
250€",No,"€1,450 (+ €250)
1450€ + 250€ per month","2 bedrooms | 130 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,1,"130 m²
square meters","50 m²
square meters","25 m²
square meters",NA,No,"3 m²
square meters",NA,NA,"Rue du Tabellion 64
1050 - Ixelles",NA,5047,ATRIUM Real Estate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
April 1 2023 - 12:00 AM,NA,USA installed,1,NA,1,1,NA,NA,NA,NA,"140 kWh/m²
kilowatt hour per square meters",C,20200625-0000570428-01-&,27 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,050
1050 €","€ 25
25€",No,"€1,050 (+ €25)
1050€ + 25€ per month","1 bedroom | 65 m²
square meters",1050 — Ixelles,Apartment for rent,NA,NA,NA,"65 m²
square meters",NA,"11 m²
square meters",NA,No,NA,Yes,NA,"avenue Louise, 251/4
1050 - Bruxelles-Quartier Louise",http://www.rhproperty.be,5225123,RH Property,NA,As new,NA,NA,No,No,Yes,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Urban
March 1 2023 - 12:00 AM,2,Installed,NA,NA,1,NA,NA,NA,NA,NA,"291 kWh/m²
kilowatt hour per square meters",F,Not specified,68 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 850
850 €","€ 200
200€",No,"€850 (+ €200)
850€ + 200€ per month","40 m²
square meters",Ask for the exact address,Studio for rent,4,2,NA,"40 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"77 , rue Dodonée
1180 - Uccle",http://www.metrop.be,5193342,Metropole Properties,1930,Good,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA
NA,NA,Not installed,5,NA,NA,NA,NA,NA,NA,NA,"155 kWh/m²
kilowatt hour per square meters",D,Not specified,30 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 2,500
2500 €",NA,No,"€2,500/month
2500€ per month","5 bedrooms | 200 m²
square meters",1160 — Auderghem,House for rent,NA,NA,1,"200 m²
square meters","42 m²
square meters",NA,NA,No,NA,NA,NA,"rue Guillaume Crocklaan, 2
1160 - Oudergem",http://www.trevi.be,240815 - 20121005,TREVI EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,NA,NA
NA,5,Hyper equipped,2,Yes,1,2,NA,NA,NA,NA,"162 kWh/m²
kilowatt hour per square meters",D,202205180000612871,32 kg CO₂/m²,Gas,NA,NA,NA,Yes,Yes,NA,"€ 1,550
1550 €","€ 230
230€",No,"€1,550 (+ €230)
1550€ + 230€ per month","2 bedrooms | 105 m²
square meters",1040 — Etterbeek,Apartment for rent,6,NA,NA,"105 m²
square meters","40 m²
square meters","15 m²
square meters","14 m²
square meters",No,NA,Yes,NA,"Avenue René Gobert 26
1180 - Uccle",NA,NA,Orientations,1965,As new,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Immediately,10 m,NA,NA,Urban
NA,2,USA installed,NA,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 650
650 €","€ 250
250€",No,"€650 (+ €250)
650€ + 250€ per month","45 m²
square meters",1000 — Brussels,Studio for rent,3,NA,NA,"45 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Rue Wayez 1c
1070 - Anderlecht",http://www.immoicc.be,5224759,Immo ICC sprl,NA,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,Urban
NA,1,NA,1,No,NA,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 850
850 €",NA,No,"€850/month
850€ per month",1 bedroom,1030 — Schaerbeek,Apartment for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Installed,1,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 550
550 €",NA,No,"€550/month
550€ per month","1 bedroom | 40 m²
square meters",1020 — Bruxelles,Apartment for rent,NA,NA,NA,"40 m²
square meters",NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,Good,NA,No,Yes,No,Yes,No,Yes,No,Yes,To be defined,NA,NA,1,NA
April 1 2023 - 12:00 AM,1,Hyper equipped,1,Yes,1,1,Yes,Yes,Yes,Yes,"178 kWh/m²
kilowatt hour per square meters",D,20130617-0000171450-01-8,38 kg CO₂/m²,Gas,No,No,No,No,Yes,All kind,"€ 1,100
1100 €","€ 160
160€",No,"€1,100 (+ €160)
1100€ + 160€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"70 m²
square meters","20 m²
square meters","17 m²
square meters",NA,Yes,NA,Yes,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA
January 21 2023 - 12:00 AM,NA,Hyper equipped,NA,NA,1,NA,NA,NA,NA,NA,"291 kWh/m²
kilowatt hour per square meters",F,1043147,68 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 800
800 €","€ 200
200€",No,"€800 (+ €200)
800€ + 200€ per month","40 m²
square meters",Ask for the exact address,Studio for rent,4,2,NA,"40 m²
square meters",NA,NA,NA,Yes,NA,Yes,NA,"77 , rue Dodonée
1180 - Uccle",http://www.metrop.be,5194145,Metropole Properties,1940,Good,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA
NA,6,USA hyper equipped,2,NA,1,1,NA,NA,NA,NA,"217 kWh/m²
kilowatt hour per square meters",E,Not specified,65 kg CO₂/m²,Fuel oil,NA,NA,NA,NA,NA,NA,"€ 1,200
1200 €","€ 150
150€",No,"€1,200 (+ €150)
1200€ + 150€ per month","2 bedrooms | 75 m²
square meters",Ask for the exact address,Apartment for rent,12,2,NA,"75 m²
square meters","30 m²
square meters",NA,NA,No,"18 m²
square meters",NA,NA,"Avenue Broqueville 1
1150 - Woluwe-Saint-Pierre",http://www.macnash.com,267859 - 5100898,Macnash Montgomery,1968,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,51 m,NA,NA,NA
January 23 2023 - 12:00 AM,5,USA semi equipped,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 890
890 €","€ 90
90€",No,"€890 (+ €90)
890€ + 90€ per month","1 bedroom | 74 m²
square meters",1050 — Ixelles,Apartment for rent,NA,NA,NA,"74 m²
square meters",NA,NA,NA,No,"4 m²
square meters",No,Yes,NA,NA,NA,NA,2002,Good,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,Landscape
NA,4,Hyper equipped,1,NA,NA,NA,NA,NA,NA,Yes,"277 kWh/m²
kilowatt hour per square meters",F,20111220-0000044901-01-0,83 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 800
800 €","€ 170
170€",No,"€800 (+ €170)
800€ + 170€ per month","1 bedroom | 70 m²
square meters",1210 — SAINT-JOSSE-TEN-NOODE,Apartment for rent,8,NA,NA,"70 m²
square meters","31 m²
square meters",NA,NA,No,"11 m²
square meters",NA,Yes,"rue Guillaume Crocklaan, 2
1160 - Oudergem",http://www.trevi.be,-240814,TREVI EST,NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
NA,NA,Hyper equipped,NA,NA,1,1,NA,NA,NA,NA,"344 kWh/m²
kilowatt hour per square meters",F,20181105-0000538328-01-0,69 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 700
700 €",NA,No,"€700/month
700€ per month","49 m²
square meters",1180 — Uccle,Studio for rent,6,NA,NA,"49 m²
square meters","31 m²
square meters",NA,NA,No,NA,NA,Yes,"Rue Basse 21-23 Bte15 b1
1180 - Uccle",http://www.nexity-belgium.be,5224928,Nexity (Lamy) Belgium,NA,Good,NA,NA,No,No,NA,NA,NA,No,NA,Immediately,NA,NA,1,Urban
April 1 2023 - 12:00 AM,2,USA hyper equipped,2,NA,1,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,Yes,NA,"€ 1,450
1450 €","€ 100
100€",No,"€1,450 (+ €100)
1450€ + 100€ per month","2 bedrooms | 80 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"80 m²
square meters",NA,NA,NA,No,NA,NA,Yes,"Rue Washington 128b
1050 - Bruxelles",http://www.tribel-immo.be,10017 - 1009,TRIBEL (Transactions Immobilières de Belgique),NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
NA,4,NA,2,NA,1,NA,NA,NA,NA,NA,"768 kWh/m²
kilowatt hour per square meters",G,20220922-0000621283-01-6,155 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 1,300
1300 €",NA,No,"€1,300/month
1300€ per month","2 bedrooms | 100 m²
square meters",1180 — Uccle,Penthouse for rent,4,NA,NA,"100 m²
square meters",NA,"15 m²
square meters","10 m²
square meters",No,"29 m²
square meters",NA,NA,"Rue de Stalle 288C
1180 - Uccle",http://www.propertyone.be,14879 - 4138554,Property One,1971,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
April 1 2023 - 12:00 AM,1,Hyper equipped,2,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,Yes,NA,"€ 1,650
1650 €","€ 100
100€",No,"€1,650 (+ €100)
1650€ + 100€ per month","2 bedrooms | 93 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"93 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Rue Washington 128b
1050 - Bruxelles",http://www.tribel-immo.be,10016 - 872,TRIBEL (Transactions Immobilières de Belgique),NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,Hyper equipped,3,NA,1,1,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,Yes,NA,"€ 2,400
2400 €","€ 170
170€",No,"€2,400 (+ €170)
2400€ + 170€ per month","3 bedrooms | 135 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"135 m²
square meters",NA,NA,NA,No,"40 m²
square meters",NA,NA,"Rue Washington 128b
1050 - Bruxelles",http://www.tribel-immo.be,10015 - 872,TRIBEL (Transactions Immobilières de Belgique),NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
NA,1,Semi equipped,NA,NA,NA,NA,NA,NA,NA,NA,"102 kWh/m²
kilowatt hour per square meters",C,612108-N-1-9-4-3,20 kg CO₂/m²,Gas,NA,NA,NA,Yes,Yes,NA,"€ 700
700 €","€ 100
100€",No,"€700 (+ €100)
700€ + 100€ per month","36 m²
square meters",1000 — Bruxelles ville,Studio for rent,8,NA,NA,"36 m²
square meters","36 m²
square meters",NA,NA,Yes,NA,Yes,Yes,"rue de Pervyse 37 bte 2
1040 - Bruxelles",http://www.gestimax.be,NA,Gestimax Property Management,2019,As new,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,1,Urban
